time,r_simple
9.4,120.71760607230325
9.42,120.93841377193027
9.44,121.15914503837884
9.46,121.37980003358395
9.48,121.60037891879571
9.5,121.82088185458409
9.52,122.0413090008428
9.54,122.26166051679375
9.56,122.48193656099133
9.58,122.70213729132645
9.6,122.92226286503075
9.62,123.1423134386808
9.64,123.3622891682021
9.66,123.58219020887313
9.68,123.80201671532942
9.7,124.02176884156748
9.72,124.2414467409489
9.74,124.46105056620392
9.76,124.68058046943574
9.78,124.90003660212413
9.8,125.11941911512929
9.82,125.33872815869574
9.84,125.55796388245585
9.86,125.77712643543391
9.88,125.99621596604953
9.9,126.21523262212142
9.92,126.43417655087113
9.94,126.6530478989265
9.96,126.87184681232532
9.98,127.09057343651901
10.0,127.30922791637578
10.02,127.52781039618455
10.04,127.74632101965817
10.06,127.964759929937
10.08,128.18312726959212
10.1,128.40142318062894
10.12,128.61964780449043
10.14,128.8378012820606
10.16,129.0558837536676
10.18,129.273895359087
10.2,129.4918362375454
10.22,129.70970652772334
10.24,129.9275063677584
10.26,130.1452358952488
10.28,130.36289524725615
10.3,130.58048456030883
10.32,130.79800397040492
10.34,131.0154536130155
10.36,131.2328336230875
10.38,131.45014413504683
10.4,131.66738528280138
10.42,131.88455719974402
10.44,132.10166001875558
10.46,132.31869387220775
10.48,132.53565889196588
10.5,132.75255520939228
10.52,132.96938295534866
10.54,133.18614226019918
10.56,133.4028332538132
10.58,133.61945606556833
10.6,133.83601082435283
10.62,134.05249765856877
10.64,134.26891669613448
10.66,134.48526806448737
10.68,134.70155189058676
10.7,134.91776830091638
10.72,135.13391742148727
10.74,135.34999937784
10.76,135.5660142950479
10.78,135.7819622977191
10.8,135.9978435099995
10.82,136.21365805557508
10.84,136.42940605767475
10.86,136.6450876390725
10.88,136.86070292209024
10.9,137.07625202860015
10.92,137.29173508002705
10.94,137.50715219735122
10.96,137.7225035011104
10.98,137.93778911140245
11.0,138.1530091478877
11.02,138.36816372979146
11.04,138.5832529759062
11.06,138.79827700459396
11.08,139.0132359337887
11.1,139.22812988099872
11.12,139.44295896330877
11.14,139.65772329738252
11.16,139.87242299946456
11.18,140.08705818538303
11.2,140.30162897055166
11.22,140.51613546997183
11.24,140.730577798235
11.26,140.94495606952486
11.28,141.15927039761948
11.3,141.3735208958934
11.32,141.58770767731986
11.34,141.80183085447302
11.36,142.01589053952975
11.38,142.22988684427204
11.4,142.44381988008897
11.42,142.65768975797877
11.44,142.87149658855085
11.46,143.08524048202796
11.48,143.29892154824805
11.5,143.51253989666634
11.52,143.72609563635746
11.54,143.93958887601715
11.56,144.15301972396452
11.58,144.36638828814378
11.6,144.57969467612634
11.62,144.79293899511265
11.64,145.0061213519341
11.66,145.21924185305497
11.68,145.4323006045744
11.7,145.6452977122281
11.72,145.8582332813903
11.74,146.07110741707558
11.76,146.28392022394073
11.78,146.49667180628654
11.8,146.70936226805975
11.82,146.92199171285455
11.84,147.13456024391473
11.86,147.34706796413516
11.88,147.55951497606372
11.9,147.77190138190312
11.92,147.98422728351235
11.94,148.1964927824086
11.96,148.40869797976916
11.98,148.62084297643278
12.0,148.83292787290148
12.02,149.04495276934247
12.04,149.25691776558938
12.06,149.46882296114438
12.08,149.68066845517947
12.1,149.89245434653833
12.12,150.1041807337378
12.14,150.31584771496978
12.16,150.52745538810242
12.18,150.73900385068202
12.2,150.9504931999346
12.22,151.1619235327673
12.24,151.3732949457701
12.26,151.5846075352173
12.28,151.79586139706913
12.3,152.00705662697325
12.32,152.21819332026612
12.34,152.42927157197497
12.36,152.6402914768187
12.38,152.85125312920982
12.4,153.06215662325573
12.42,153.27300205276035
12.44,153.48378951122544
12.46,153.69451909185213
12.48,153.90519088754226
12.5,154.11580499090002
12.52,154.32636149423317
12.54,154.53686048955464
12.56,154.74730206858385
12.58,154.95768632274806
12.6,155.16801334318384
12.62,155.37828322073852
12.64,155.58849604597137
12.66,155.79865190915518
12.68,156.00875090027733
12.7,156.2187931090416
12.72,156.42877862486907
12.74,156.6387075368996
12.76,156.84857993399325
12.78,157.05839590473147
12.8,157.2681555374186
12.82,157.4778589200829
12.84,157.68750614047778
12.86,157.89709728608372
12.88,158.10663244410875
12.9,158.31611170149023
12.92,158.5255351448958
12.94,158.734902860725
12.96,158.94421493511004
12.98,159.1534714539175
13.0,159.3626725027492
13.02,159.57181816694373
13.04,159.78090853157727
13.06,159.98994368146532
13.08,160.1989237011633
13.1,160.4078486749683
13.12,160.61671868691988
13.14,160.82553382080144
13.16,161.03429416014126
13.18,161.24299978821384
13.2,161.45165078804087
13.22,161.66024724239253
13.24,161.86878923378842
13.26,162.07727684449895
13.28,162.28571015654643
13.3,162.4940892517059
13.32,162.70241421150664
13.34,162.91068511723296
13.36,163.11890204992565
13.38,163.32706509038258
13.4,163.5351743191603
13.42,163.74322981657483
13.44,163.9512316627027
13.46,164.15917993738216
13.48,164.36707472021436
13.5,164.57491609056407
13.52,164.78270412756092
13.54,164.99043891010047
13.56,165.1981205168452
13.58,165.4057490262256
13.6,165.61332451644097
13.62,165.8208470654608
13.64,166.02831675102553
13.66,166.23573365064755
13.68,166.44309784161246
13.7,166.65040940097956
13.72,166.85766840558352
13.74,167.06487493203483
13.76,167.2720290567209
13.78,167.47913085580706
13.8,167.6861804052378
13.82,167.89317778073718
13.84,168.10012305781032
13.86,168.30701631174392
13.88,168.51385761760758
13.9,168.72064705025448
13.92,168.9273846843223
13.94,169.13407059423437
13.96,169.34070485420048
13.98,169.54728753821774
14.0,169.75381872007154
14.02,169.96029847333634
14.04,170.1667268713769
14.06,170.37310398734886
14.08,170.5794298941997
14.1,170.78570466466968
14.12,170.99192837129274
14.14,171.1981010863974
14.16,171.40422288210738
14.18,171.61029383034278
14.2,171.81631400282097
14.22,172.022283471057
14.24,172.22820230636498
14.26,172.4340705798585
14.28,172.63988836245196
14.3,172.84565572486082
14.32,173.05137273760292
14.34,173.25703947099908
14.36,173.46265599517392
14.38,173.6682223800568
14.4,173.8737386953825
14.42,174.07920501069216
14.44,174.28462139533386
14.46,174.48998791846384
14.48,174.69530464904685
14.5,174.90057165585705
14.52,175.10578900747916
14.54,175.3109567723087
14.56,175.51607501855315
14.58,175.72114381423265
14.6,175.9261632271806
14.62,176.13113332504457
14.64,176.33605417528725
14.66,176.54092584518673
14.68,176.74574840183766
14.7,176.9505219121519
14.72,177.1552464428592
14.74,177.35992206050798
14.76,177.56454883146603
14.78,177.7691268219214
14.8,177.9736560978829
14.82,178.17813672518085
14.84,178.38256876946818
14.86,178.58695229622057
14.88,178.7912873707376
14.9,178.99557405814326
14.92,179.19981242338682
14.94,179.40400253124324
14.96,179.6081444463142
14.98,179.81223823302858
15.0,180.01628395564325
15.02,180.22028167824362
15.04,180.42423146474462
15.06,180.62813337889116
15.08,180.8319874842587
15.1,181.03579384425407
15.12,181.23955252211633
15.14,181.44326358091712
15.16,181.64692708356142
15.18,181.85054309278817
15.2,182.05411167117123
15.22,182.25763288111955
15.24,182.46110678487815
15.26,182.6645334445287
15.28,182.86791292199015
15.3,183.0712452790193
15.32,183.2745305772115
15.34,183.47776887800129
15.36,183.68096024266313
15.38,183.8841047323116
15.4,184.08720240790282
15.42,184.290253330234
15.44,184.49325755994516
15.46,184.69621515751894
15.48,184.8991261832815
15.5,185.1019906974032
15.52,185.30480875989915
15.54,185.50758043062967
15.56,185.71030576930102
15.58,185.91298483546612
15.6,186.1156176885248
15.62,186.31820438772468
15.64,186.5207449921617
15.66,186.72323956078043
15.68,186.92568815237524
15.7,187.12809082559028
15.72,187.33044763892025
15.74,187.5327586507111
15.76,187.73502391916065
15.78,187.93724350231867
15.8,188.13941745808813
15.82,188.34154584422507
15.84,188.5436287183398
15.86,188.7456661378971
15.88,188.94765816021652
15.9,189.1496048424736
15.92,189.35150624169992
15.94,189.55336241478363
15.96,189.75517341847038
15.98,189.95693930936324
16.0,190.15866014392404
16.02,190.3603359784731
16.04,190.56196686919023
16.06,190.76355287211524
16.08,190.96509404314807
16.1,191.16659043805012
16.12,191.36804211244373
16.14,191.56944912181342
16.16,191.7708115215063
16.18,191.97212936673236
16.2,192.17340271256515
16.22,192.37463161394223
16.24,192.57581612566557
16.26,192.77695630240243
16.28,192.97805219868525
16.3,193.17910386891265
16.32,193.38011136734997
16.34,193.5810747481291
16.36,193.7819940652498
16.38,193.9828693725795
16.4,194.18370072385437
16.42,194.38448817267934
16.44,194.5852317725288
16.46,194.78593157674698
16.48,194.98658763854857
16.5,195.1872000110191
16.52,195.38776874711525
16.54,195.5882938996657
16.56,195.78877552137112
16.58,195.98921366480513
16.6,196.18960838241443
16.62,196.3899597265192
16.64,196.5902677493139
16.66,196.79053250286748
16.68,196.99075403912366
16.7,197.19093240990188
16.72,197.39106766689736
16.74,197.59115986168163
16.76,197.791209045703
16.78,197.99121527028694
16.8,198.19117858663668
16.82,198.39109904583339
16.84,198.59097669883687
16.86,198.79081159648592
16.88,198.99060378949855
16.9,199.19035332847287
16.92,199.39006026388694
16.94,199.58972464609963
16.96,199.78934652535077
16.98,199.98892595176196
17.0,200.1884629753364
17.02,200.38795764595991
17.04,200.58741001340096
17.06,200.78682012731127
17.08,200.9861880372259
17.1,201.18551379256417
17.12,201.3847974426297
17.14,201.58403903661082
17.16,201.78323862358127
17.18,201.9823962525003
17.2,202.1815119722131
17.22,202.38058583145138
17.24,202.57961787883357
17.26,202.77860816286525
17.28,202.97755673193984
17.3,203.17646363433838
17.32,203.3753289182306
17.34,203.57415263167476
17.36,203.77293482261834
17.38,203.97167553889838
17.4,204.17037482824182
17.42,204.3690327382658
17.44,204.5676493164781
17.46,204.76622461027773
17.48,204.96475866695488
17.5,205.16325153369178
17.52,205.36170325756254
17.54,205.56011388553398
17.56,205.75848346446574
17.58,205.95681204111068
17.6,206.15509966211545
17.62,206.35334637402053
17.64,206.55155222326064
17.66,206.74971725616555
17.68,206.9478415189598
17.7,207.1459250577635
17.72,207.34396791859245
17.74,207.54197014735857
17.76,207.73993178987033
17.78,207.937852891833
17.8,208.13573349884894
17.82,208.33357365641822
17.84,208.53137340993854
17.86,208.72913280470604
17.88,208.9268518859153
17.9,209.12453069865978
17.92,209.32216928793227
17.94,209.51976769862495
17.96,209.71732597552997
17.98,209.91484416333995
18.0,210.11232230664774
18.02,210.30976044994725
18.04,210.5071586376338
18.06,210.70451691400382
18.08,210.9018353232562
18.1,211.09911390949156
18.12,211.29635271671327
18.14,211.49355178882757
18.16,211.69071116964395
18.18,211.88783090287515
18.2,212.08491103213794
18.22,212.28195160095328
18.24,212.4789526527464
18.26,212.67591423084738
18.28,212.87283637849137
18.3,213.06971913881898
18.32,213.2665625548765
18.34,213.4633666696161
18.36,213.6601315258965
18.38,213.8568571664829
18.4,214.0535436340474
18.42,214.25019097116947
18.44,214.44679922033586
18.46,214.6433684239415
18.48,214.83989862428922
18.5,215.03638986359041
18.52,215.23284218396512
18.54,215.42925562744236
18.56,215.62563023596056
18.58,215.82196605136795
18.6,216.0182631154223
18.62,216.2145214697917
18.64,216.4107411560548
18.66,216.60692221570116
18.68,216.80306469013115
18.7,216.99916862065643
18.72,217.19523404850065
18.74,217.39126101479908
18.76,217.58724956059933
18.78,217.7831997268614
18.8,217.97911155445797
18.82,218.174985084175
18.84,218.3708203567117
18.86,218.56661741268064
18.88,218.76237629260854
18.9,218.958097036936
18.92,219.15377968601834
18.94,219.34942428012533
18.96,219.54503085944162
18.98,219.7405994640674
19.0,219.93613013401813
19.02,220.1316229092249
19.04,220.32707782953517
19.06,220.52249493471237
19.08,220.71787426443677
19.1,220.91321585830522
19.12,221.1085197558316
19.14,221.3037859964474
19.16,221.49901461950145
19.18,221.69420566426064
19.2,221.8893591699098
19.22,222.08447517555211
19.24,222.27955372020952
19.26,222.47459484282282
19.28,222.6695985822518
19.3,222.86456497727582
19.32,223.05949406659363
19.34,223.254385888824
19.36,223.44924048250587
19.38,223.6440578860985
19.4,223.8388381379817
19.42,224.0335812764564
19.44,224.22828733974416
19.46,224.42295636598837
19.48,224.61758839325384
19.5,224.81218345952726
19.52,225.00674160271723
19.54,225.20126286065482
19.56,225.39574727109365
19.58,225.59019487171017
19.6,225.7846057001037
19.62,225.97897979379698
19.64,226.17331719023628
19.66,226.36761792679133
19.68,226.5618820407562
19.7,226.75610956934895
19.72,226.95030054971193
19.74,227.14445501891257
19.76,227.33857301394283
19.78,227.53265457171995
19.8,227.7266997290864
19.82,227.92070852281023
19.84,228.11468098958545
19.86,228.30861716603195
19.88,228.50251708869587
19.9,228.6963807940499
19.92,228.89020831849328
19.94,229.08399969835227
19.96,229.2777549698803
19.98,229.47147416925793
20.0,229.66515733259354
20.02,229.85880449592307
20.04,230.05241569521075
20.06,230.24599096634873
20.08,230.4395303451577
20.1,230.63303386738704
20.12,230.82650156871506
20.14,231.01993348474878
20.16,231.21332965102496
20.18,231.40669010300948
20.2,231.60001487609824
20.22,231.79330400561685
20.24,231.986557526821
20.26,232.17977547489684
20.28,232.37295788496098
20.3,232.5661047920607
20.32,232.75921623117452
20.34,232.9522922372117
20.36,233.14533284501312
20.38,233.33833808935108
20.4,233.53130800492966
20.42,233.72424262638498
20.44,233.91714198828512
20.46,234.1100061251308
20.48,234.30283507135505
20.5,234.49562886132367
20.52,234.68838752933544
20.54,234.88111110962242
20.56,235.07379963634986
20.58,235.26645314361647
20.6,235.45907166545487
20.62,235.65165523583144
20.64,235.84420388864677
20.66,236.03671765773572
20.68,236.22919657686757
20.7,236.42164067974647
20.72,236.61405000001128
20.74,236.8064245712359
20.76,236.99876442692965
20.78,237.19106960053702
20.8,237.3833401254384
20.82,237.5755760349498
20.84,237.76777736232341
20.86,237.95994414074735
20.88,238.15207640334617
20.9,238.3441741831811
20.92,238.53623751325017
20.94,238.72826642648786
20.96,238.9202609557662
20.98,239.11222113389425
21.0,239.30414699361864
21.02,239.4960385676236
21.04,239.68789588853105
21.06,239.8797189889011
21.08,240.0715079012317
21.1,240.26326265795961
21.12,240.45498329145957
21.14,240.64666983404533
21.16,240.8383223179695
21.18,241.02994077542348
21.2,241.22152523853825
21.22,241.41307573938371
21.24,241.60459230996966
21.26,241.79607498224564
21.28,241.98752378810084
21.3,242.17893875936446
21.32,242.37031992780626
21.34,242.56166732513623
21.36,242.75298098300473
